advice	Although the frequency of use of <e10> phenytoin </e10> is not studied, caution should be exercised when <e20> phenytoin </e20> is administered with <e22> furosemide </e22> and <e23> barbiturates </e23>. 
advice	If <e11> caffeine </e11> is administered concomitantly with antacid (diuretics such as those used in the treatment of cardiac arrest ), these agents may interact with <e20> aripiprazole </e20>, as well as other antacid agents. 
advice	The concomitant administration of <e10> probenecid </e10> with a concomitant reduction in the bioavailability of <e20> fluoxetine </e20> and cimetidine may result in an increase in the risk of CNS effects. 
advice	<e10> Hypothyroidism </e10> (eg, thyroidism), thyroid pills with <e20> thyroid_plan_inhibitors </e20> (eg, levothyroxine ), or thyroid salts with antihypertensive properties (eg, metformin ), should be taken on the first day of the first week of use of antihypertensive medications. 
advice	The concomitant administration of <e10> carbamazepine </e10> or other corticosteroids may be ineffective in patients taking such <e22> corticosteroids </e22>. 
advice	When <e10> Anticonvulsants </e10> are given concurrently with other drugs that may increase the systemic absorption of <e22> theophylline </e22> and have a potent CNS effect, these drugs may increase plasma levels of theophylline, thereby inhibiting the clearance of anticonvulsants. 
advice	A concomitant use of <e10> phenytoin </e10> and <e20> valproic_acid </e20> should not be used with the following medicines: 
advice	The aim of this study was to evaluate the effects of lithium replacement therapy (lithium bromide, <e10> phenytoin </e10>, azathioprine, <e20> benzodiazepines </e20> ) and vitamin_3, zinc, estrogens and vitamin_3_enriched foods containing iron, vitamin_3_enriched cereals containing iron, and zinc containing iron. 
advice	Use this product with caution in patients receiving <e12> benzodiazepines </e12>. 
advice	In adult patients with diabetes mellitus, antidiabetic drugs should not be given during therapy with <e10> rifampin </e10>. 
advice	 Avoid concurrent <e10> concomitant administration of barbiturates </e10> with <e22> corticosteroids </e22> and/or <e23> vitamin_D </e23>. 
advice	Patients with severe renal insufficiency (e,g,, renal failure, coma, death) should avoid oral <e12> prednisolone </e12> ( <e20> Phenobarbital </e20> ) and avoid oral <e22> rifampin </e22> (rifampin) with any concomitant use of <e22> co-administration with <e22> warfarin </e22>. 
advice	For use with alcohol, oral or oral and CNS depressants, <e10> benzodiazepines </e10>, anticonvulsants, <e20> aspirin </e20>, tranquilizers, sleeping pills, benzodiazepines, phenothiazines, verapamil, phenothiazines, phenothiazines-like_drugs, metoclopramide, metoprofen, meperidine, phenothiazines, non
advice	When taking beta_blockers, take at least a single dose of <e10> antacids </e10>. 
advice	<e10> Antihistamines </e10> may be coadministered with either aspirin or <e20> aminoglycosides </e20> for <e21> anticonvulsants </e21>. 
advice	Spreading the risk of pancreatic cancer by <e10> clofibrate </e10>, other antidepressants, <e20> cyclosporine </e20>, and <e22> rifampin </e22> may increase the chance of high-risk pancreatic cancer. 
advice	Drugs and alcohol with certain catecholamines such as <e10> alcohol </e10>, caffeine, quinidine, temazepam, furosemide, <e20> lithium </e20>, <e21> phenytoin </e21>, ketoconazole, or the active metabolite carbamazepine may interact with alcohol. 
advice	It is recommended that caution be exercised when <e10> quinidine </e10> is administered intravenously, <e20> benzodiazepines </e20> and other <e22> CNS depressants </e22>. 
advice	Dilution of <e10> ampicillin </e10> or of any other antibiotics including clofibrate or salicylates has been shown to be potentiating the efficacy of <e20> clofibrate </e20>. 
advice	Therefore, concurrent administration of <e10> <e20> antihypertensive_agents </e20> may not be recommended because of adverse events and side effects. 
advice	If your alcohol and drugs may interact with the following drugs: medications containing <e10> amphetamine </e10>, <e20> phenytoin </e20>, diazepam, <e22> phenytoin_diazepoxide </e22>, temazepam, quinidine, phenytoin_beta-adrenergic_blocking_agents, verapamil, warfarin, fluoxetine, dilt
advice	However, there is no evidence that the combination of <e10> tricyclic_antidepressants </e10> with <e20> fluoxetine </e20>, an anticonvulsant, will alter the pharmacokinetics of these agents. 
advice	<e10> Erythromycin </e10> is not recommended for # patients receiving <e20> cyclosporine </e20> or thiazides. 
advice	"
Cisperidone is highly potentiate the effects of <e12> coumarin </e12> and concomitant administration of <e22> diclofenac </e22> may result in increased toxicity. "
advice	 Withdrawal in patients receiving <e10> carbamazepine </e10> may result in significant dosing changes. 
advice	Drugs such as phenytoin, phenytoin_sodium, acetaminophen, <e10> metoprolol </e10>, cyclosporine, <e22> <e20> temazepam </e20>, and phenytoin_glucose_blocking_agents may increase blood pressure or decrease the pharmacokinetics of diuretics. 
advice	The following may not be suitable for use on <e10> quinidine </e10> : <e20> quinidine </e20> may not be absorbed concomitantly with <e20> quinidine </e20>. 
advice	Although <e10> alcohol </e10> may interfere with calcium absorption, careful monitoring is required before use. 
advice	<e10> Antacids </e10> : In an attempt to block the absorption of <e22> antacids </e22>, chewable, chewable and chewable tablets may also cause diarrhea. 
advice	However, the dosage of <e10> quinidine </e10> should be adjusted to achieve an effect similar to that seen in clinical experience, when dosing with <e20> clofibrate </e20> with no side effects. 
advice	Although <e10> phenothiazines </e10> may increase the toxicity of NSAIDs, these should not be used with <e20> phenothiazines </e20>. 
advice	However, the combination of caffeine and other drugs or concurrent administration of <e10> antihypertensive_drugs </e10> may increase the likelihood of prolonged systemic administration of anticholinergic_drugs. 
advice	"
Antacids : Antacids ( <e10> aminoglycosides </e10> ) may interact with <e20> thyroid drugs and may lead to vomiting or diarrhoea. "
advice	Therefore, <e12> Tegretol </e12> should not be used concurrently with oral <e20> nelfinavir </e20>. 
advice	Use <e10> ketoconazole </e10> with caution when taking concomitant oral <e20> oral contraceptives </e20>, especially if you are taking oral contraceptives alone. 
advice	<e12> Tributamide </e12> may impair the absorption of an additive that is toxic to humans. 
advice	<e10> Inactivate_ease_inhibitors </e10> (eg, phenothiazines, valproic acid, coenzyme Q10, and <e20> metformin </e20> ). 
advice	Use with caution in patients who are <e12> alcohol </e12>. 
advice	Combination therapy with <e10> methyldopa </e10> and other <e20> narcotics can have adverse effects on the central nervous system. 
