advise	<e12> Barbiturates </e12> and glutethimide should not be administered to patients receiving <e22> coumarin_drugs </e22> .
advise	Barbiturates and <e10> glutethimide </e10> should not be administered to patients receiving <e22> coumarin_drugs </e22> .
advise	<e10> Indinavir </e10> may be taken with a light meal # h following the administration of # mg of <e20> didanosine </e20> .
advise	We report the case of an adolescent with altered consciousness caused by carbamazepine overdose with a positive tricyclic_antidepressant level to alert clinicians to the cross-reactivity of <e10> carbamazepine </e10> with a toxicology screen for <e22> tricyclic_antidepressants </e22> .
advise	However, careful attention must be directed to cross toxicity and possible pharmacokinetic interactions between <e12> antiretroviral_drugs </e12> and <e22> antineoplastic_drugs </e22> .
advise	Because of the pronounced intersubject variability in the extent of the <e10> sirolimus </e10> - <e20> diltiazem </e20> interaction, whole blood sirolimus concentrations should be monitored closely in patients treated with the two drugs.
advise	<e10> Sildenafil </e10> is contraindicated in patients using <e22> long-acting_nitrates </e22> or who may need to use short-acting_nitrates , because the combination may cause a sharp fall of the blood pressure.
advise	<e10> Sildenafil </e10> is contraindicated in patients using long-acting_nitrates or who may need to use <e22> short-acting_nitrates </e22> , because the combination may cause a sharp fall of the blood pressure.
advise	Concurrent therapy with <e11> ORENCIA </e11> and <e22> TNF_antagonists </e22> is not recommended.
advise	There is insufficient experience to assess the safety and efficacy of <e11> ORENCIA </e11> administered concurrently with <e20> anakinra </e20> , and therefore such use is not recommended.
advise	Patients treated with <e10> acebutolol </e10> plus <e22> catecholamine_depletors </e22> should, therefore, be observed closely for evidence of marked bradycardia or hypotension which may present as vertigo, syncope/presyncope, or orthostatic changes in blood pressure without compensatory tachycardia.
advise	Caution is advised when beginning, discontinuing, or changing the dose of <e11> DIAMOX </e11> in patients receiving <e20> primidone </e20> .
advise	Microdosed minipill <e12> progestin </e12> preparations are not recommended for use with <e21> Soriatane </e21> .
advise	Consequently, the combination of <e10> methotrexate </e10> with <e20> acitretin </e20> is also contraindicated.
advise	Vitamin_A and oral retinoids : Concomitant administration of <e12> vitamin_A </e12> and/or other oral retinoids with <e20> acitretin </e20> must be avoided because of the risk of hypervitaminosis A.
advise	Vitamin_A and oral retinoids : Concomitant administration of vitamin_A and/or other oral <e12> retinoids </e12> with <e20> acitretin </e20> must be avoided because of the risk of hypervitaminosis A.
advise	In the presence of these <e12> methylxanthines </e12> , larger doses of <e20> adenosine </e20> may be required or adenosine may not be effective.
advise	In the presence of these <e12> methylxanthines </e12> , larger doses of adenosine may be required or <e20> adenosine </e20> may not be effective.
advise	<e10> Nafazodone </e10> , fluvoxamine , cimetidine (consider <e21> Xanax </e21> dose reduction).
advise	Nafazodone , <e10> fluvoxamine </e10> , cimetidine (consider <e21> Xanax </e21> dose reduction).
advise	Nafazodone , fluvoxamine , <e10> cimetidine </e10> (consider <e21> Xanax </e21> dose reduction).
advise	However, interactions may be expected, and <e11> UROXATRAL </e11> should NOT be used in combination with other <e22> alpha-blockers </e22> .
advise	Patients who are applying <e11> Panretin </e11> gel should not concurrently use products that contain <e20> DEET </e20> (N, N-diethyl-m-toluamide ), a common component of insect repellent products.
advise	Patients who are applying <e11> Panretin </e11> gel should not concurrently use products that contain DEET (N, <e20> N-diethyl-m-toluamide </e20> ), a common component of insect repellent products.
advise	In patients receiving mercaptopurine ( Purinethol ) or azathioprine ( Imuran ), the concomitant administration of 300-600 mg of <e10> allopurinol </e10> per day will require a reduction in dose to approximately one-third to one-fourth of the usual dose of <e20> mercaptopurine </e20> or azathioprine .
advise	In patients receiving mercaptopurine ( Purinethol ) or azathioprine ( Imuran ), the concomitant administration of 300-600 mg of <e10> allopurinol </e10> per day will require a reduction in dose to approximately one-third to one-fourth of the usual dose of mercaptopurine or <e20> azathioprine </e20> .
advise	Although a causal mechanism and a cause-and-effect relationship have not been established, current evidence suggests that renal function should be monitored in patients on <e12> thiazide_diuretics </e12> and <e20> allopurinol </e20> even in the absence of renal failure, and dosage levels should be even more conservatively adjusted in those patients on such combined therapy if diminished renal function is detected,.
advise	Because there is a theoretical basis that these effects may be additive, use of <e10> ergotamine </e10> -containing or ergot-type_medications (like dihydroergotamine or methysergide ) and <e21> AXERT </e21> within # hours of each other should be avoided.
advise	Because there is a theoretical basis that these effects may be additive, use of ergotamine -containing or <e12> ergot-type_medications </e12> (like dihydroergotamine or methysergide ) and <e21> AXERT </e21> within # hours of each other should be avoided.
advise	Because there is a theoretical basis that these effects may be additive, use of ergotamine -containing or ergot-type_medications (like <e10> dihydroergotamine </e10> or methysergide ) and <e21> AXERT </e21> within # hours of each other should be avoided.
advise	Because there is a theoretical basis that these effects may be additive, use of ergotamine -containing or ergot-type_medications (like dihydroergotamine or <e10> methysergide </e10> ) and <e21> AXERT </e21> within # hours of each other should be avoided.
advise	Other 5-HT1B/1D_Agonists Concomitant use of other <e12> 5-HT1B/1D_agonists </e12> within # hours of treatment with <e21> AXERT </e21> is contraindicated.
advise	If concomitant treatment with <e11> AXERT </e11> and an <e22> SSRI </e22> is clinically warranted, appropriate observation of the patient is advised.
advise	Although the interaction between almotriptan and other potent CYP3A4 inhibitors (e,g,, <e10> itraconazole </e10> , ritonavir , and erythromycin ) has not been studied, increased exposures to almotriptan may be expected when <e20> almotriptan </e20> is used concomitantly with these medications.
advise	Although the interaction between almotriptan and other potent CYP3A4 inhibitors (e,g,, itraconazole , <e10> ritonavir </e10> , and erythromycin ) has not been studied, increased exposures to almotriptan may be expected when <e20> almotriptan </e20> is used concomitantly with these medications.
advise	Although the interaction between almotriptan and other potent CYP3A4 inhibitors (e,g,, itraconazole , ritonavir , and <e10> erythromycin </e10> ) has not been studied, increased exposures to almotriptan may be expected when <e20> almotriptan </e20> is used concomitantly with these medications.
advise	Concomitant administration of <e10> alosetron </e10> and <e20> fluvoxamine </e20> is contraindicated.
advise	Concomitant administration of <e10> alosetron </e10> and moderate CYP1A2 inhibitors, including <e22> quinolone_antibiotics </e22> and cimetidine , has not been evaluated, but should be avoided unless clinically necessary because of similar potential drug interactions.
advise	Concomitant administration of <e10> alosetron </e10> and moderate CYP1A2 inhibitors, including quinolone_antibiotics and <e20> cimetidine </e20> , has not been evaluated, but should be avoided unless clinically necessary because of similar potential drug interactions.
advise	Caution should be used when <e10> alosetron </e10> and <e20> ketoconazole </e20> are administered concomitantly.
advise	Coadministration of <e10> alosetron </e10> and strong CYP3A4 inhibitors, such as <e20> clarithromycin </e20> , telithromycin , protease_inhibitors , voriconazole , and itraconazole has not been evaluated but should be undertaken with caution because of similar potential drug interactions.
