mechanism	alcohol : it should be borne in mind that <e10> drug1 </e10> ingestion may increase the danger inherent in any intentional or unintentional <e21> drug2 </e21> overdosage .
mechanism	h2 _ receptor _ antagonists : <e10> drug1 </e10> coadministration leads to an increased peak plasma concentration and auc of <e20> drug2 </e20> , there is no effect on drug2 absorption when it is coadministered with ranitidine .
mechanism	a number of drugs , including <e10> drug1 </e10> , have been shown to displace <e20> drug2 </e20> from plasma protein ;
mechanism	cholestyramine and charcoal administration of <e10> drug1 </e10> or activated _ charcoal in patients ( n = 13 ) and volunteers ( n = 96 ) resulted in a rapid and significant decrease in plasma m1 ( the active metabolite of <e20> drug2 </e20> ) concentration .
mechanism	at higher than recommended doses , <e11> drug1 </e11> # mg administered once daily for # days increased plasma concentrations by 23 % as measured by auc0 - 24hr in patients receiving <e20> drug2 </e20> # to # mg / week for rheumatoid arthritis .
mechanism	urinary acidifying agents these agents ( <e10> drug1 </e10> , sodium _ acid _ phosphate , etc , ) increase the concentration of the ionized species of the <e20> drug2 </e20> molecule , thereby increasing urinary excretion .
mechanism	the most commonly occurring drug interactions are listed below : - drugs that may increase plasma <e10> drug1 </e10> concentrations include : acute alcohol intake , amiodarone , chboramphenicol , chlordiazepoxide , <e20> drug2 </e20> , diazepam , dicumarol , disulfiram , estrogens , ethosuximide , fluoxetine , h2 - antagonists , halothane , isoniazid , methylphenidate , phenothiazines , phenylbutazone , salicylates , succinimides , sulfonamides , tolbutamide , trazodone
mechanism	results : during treatment with <e10> drug1 </e10> , there was a statistically significant decrease in the median of the total clearance of <e20> drug2 </e20> , from # ml / h to # ml / h , among the volunteers who received # mg / d .
mechanism	erythromycin and <e10> drug1 </e10> ( and possibly other macrolide _ antibiotics ) and tetracycline may increase <e20> drug2 </e20> absorption in patients who inactivate drug2 by bacterial metabolism in the lower intestine , so that digitalis intoxication may result .
mechanism	agents that are cyp3a4 inhibitors that have been found , or are expected , to increase plasma levels of <e11> drug1 </e11> are the following : acetazolamide , azole _ antifungals , cimetidine , clarithromycin ( 1 ) , dalfopristin , danazol , delavirdine , diltiazem , erythromycin ( 1 ) , fluoxetine , fluvoxamine , grapefruit juice , isoniazid , itraconazole , ketoconazole , loratadine , nefazodone , niacinamide , nicotinamide , protease _ inhibitors , propoxyphene , quinine , quinupristin , troleandomycin , valproate ( 1 ) , verapamil , <e20> drug2 </e20> .
mechanism	erythromycin and clarithromycin ( and possibly other macrolide _ antibiotics ) and <e10> drug1 </e10> may increase <e20> drug2 </e20> absorption in patients who inactivate drug2 by bacterial metabolism in the lower intestine , so that digitalis intoxication may result .
mechanism	in another drug interaction study , co - administration of orally inhaled <e10> drug1 </e10> and oral <e20> drug2 </e20> , a potent inhibitor of cytochrome p450 3a4 , increased the exposure ( auc ) of des - drug1 by approximately # - fold at steady state , while levels of drug1 remained unchanged .
mechanism	in # other schizophrenic patients treated with oral drug2 and drug1 , discontinuation of <e10> drug1 </e10> produced a mean # - fold increase in <e20> drug2 </e20> concentrations .
mechanism	other potentially important drug interactions : benzodiazepines : benzodiazepines metabolized by hepatic oxidation ( e , g , , alprazolam , midazolam , <e10> drug1 </e10> elc , ) should be used with caution because the clearance of these drugs is likely to be reduced by <e20> drug2 </e20> .
mechanism	metoprolol - administration of # mg / day <e11> drug1 </e11> for # days in healthy volunteers resulted in a 50 % increase in cmax and 82 % increase in auc of the beta - adrenergic _ blocker <e20> drug2 </e20> ( given in a single dose of # mg ) .
mechanism	calcium _ antagonist s : after repeated co - administration of <e11> drug1 </e11> , the auc of <e20> drug2 </e20> was lowered by 28 % [ 90 % ci : 20 - 33 ] .
mechanism	ganciclovir : administration of <e11> drug1 </e11> # hours prior to or concurrent with oral <e20> drug2 </e20> was associated with a # ( 114 ) % increase in the steady - state auc of didanosine ( n = 12 ) .
mechanism	<e10> drug1 </e10> ( 200 mg once daily ) produced a 10 - fold increase in <e20> drug2 </e20> auc and a 4 - fold increase in cmax when co - administered with vardenafil ( 5 mg ) in healthy volunteers .
mechanism	ascorbic _ acid : doses of ascorbic _ acid ( <e10> drug1 </e10> ) # g / day have been reported to increase plasma concentration of <e22> drug2 </e22> by ~ 47 % , possibly by inhibiting conjugation ;
mechanism	on the basis of the metabolism of drug2 by cytochrome p450 3a4 , ketoconazole , itraconazole , <e10> drug1 </e10> , gemfibrozil , grapefruit juice , and other inhibitors of cytochrome p450 3a4 would be expected to lead to an increase in plasma <e20> drug2 </e20> concentrations .
mechanism	antacids and drug1 : antacids and <e10> drug1 </e10> can reduce absorption of <e20> drug2 </e20> ;
mechanism	in a study in which the # mg <e10> drug1 </e10> orally disintegrating tablet was administered with and without <e20> drug2 </e20> ( an anticholinergic _ agent with multiple effects on the gi tract ) to healthy volunteers , the auc of drug1 was 10 % lower and the cmax of drug1 was 20 % lower when the orally disintegrating tablet was given with drug2 compared to when it was given alone .
mechanism	drugs that induce cyp3a4 ( rifampicin ) racemic <e10> drug1 </e10> exposure was decreased 80 % by concomitant useof <e20> drug2 </e20> , a potent inducer of cyp3a4 .
mechanism	morphine : combination <e12> drug1 </e12> may increase the clearance of <e20> drug2 </e20> .
mechanism	multivalent cation - containing products : concurrent administration of a quinolone , including <e10> drug1 </e10> , with multivalent cation - containing products such as magnesium or aluminum antacids , <e20> drug2 </e20> , videx chewable / buffered tablets or pediatric powder , or products containing calcium , iron , or zinc may substantially decrease the absorption of drug1 , resulting in serum and urine levels considerably lower than desired .
mechanism	the plasma concentration of <e10> drug1 </e10> may increase when the drug is given concomitantly with hepatic enzyme inhibitors ( e , g , , cimetidine , fluoxetine ) and decrease by concomitant administration of hepatic enzyme inducers ( e , g , , barbiturates , <e20> drug2 </e20> ) , and adjustment of the dosage of drug1 may therefore be necessary .
mechanism	<e10> drug1 </e10> decreased the binding of <e20> drug2 </e20> by a net change of # % ( percentage increase in fdf , # % ) at # micromol / l ;
mechanism	plasma levels of several closely related <e12> drug1 </e12> have been reported to be increased by the concomitant administration of methylphenidate or hepatic enzyme inhibitors ( e , g , , cimetidine , fluoxetine ) and decreased by the concomitant administration of hepatic enzyme inducers ( e , g , , <e22> drug2 </e22> , phenytoin ) , and such an effect may be anticipated with cmi as well .
mechanism	serum concentration of digoxin and <e10> drug1 </e10> may increase when patients take <e22> drug2 </e22> .
mechanism	drugs which inhibit cyp 3a4 ( e , g , , ketoconazole , macrolide _ antibiotics such as <e10> drug1 </e10> ) have the potential to result in increased plasma concentrations of <e22> drug2 </e22> .
mechanism	although specific studies have not been performed , coadministration with drugs that are mainly metabolized by cyp3a4 ( eg , calcium _ channel _ blockers , dapsone , disopyramide , quinine , amiodarone , quinidine , warfarin , tacrolimus , <e10> drug1 </e10> , ergot _ derivatives , pimozide , carbamazepine , fentanyl , alfentanyl , alprazolam , and triazolam ) may have elevated plasma concentrations when coadministered with <e20> drug2 </e20> ;
mechanism	however , other published reports describe modest elevations ( less than two - fold ) of drug1 and metabolite concentrations when <e10> drug1 </e10> was taken with paroxetine , fluoxetine , and <e20> drug2 </e20> .
mechanism	when used in therapeutic doses , <e10> drug1 </e10> had a modest effect on the pharmacokinetics of atorvastatin , carbamazepine , cetirizine , didanosine , efavirenz , fluconazole , indinavir , midazolam , rifabutin , sildenafil , <e20> drug2 </e20> ( intravenous and oral ) , triazolam , trimethoprim / sulfamethoxazole or zidovudine .
mechanism	protease _ inhibitors : in vitro data indicate that <e10> drug1 </e10> and ritonavir markedly inhibit the metabolism of <e20> drug2 </e20> which can result in an increase in plasma drug2 levels and prolongation of the qt interval on the ecg .
mechanism	phenytoin : altered serum levels of <e10> drug1 </e10> ( increased and decreased ) have been reported in patients receiving concomitant <e20> drug2 </e20> .
mechanism	<e10> drug1 </e10> is reported to reduce hepatic metabolism of certain <e22> drug2 </e22> , thereby delaying elimination and increasing steady - state concentrations of these drugs .
mechanism	quinolone _ antibiotic s : videx should be administered at least # hours after or # hours before dosing with drug1 because plasma concentrations of <e10> drug1 </e10> are decreased when administered with antacids containing magnesium , <e20> drug2 </e20> , or aluminum .
mechanism	warfarin : <e12> drug1 </e12> , including enoxacin , decrease the clearance of <e20> drug2 </e20> , the less active isomer of racemic warfarin .
mechanism	quinidine , verapamil , amiodarone , propafenone , indomethacin , itraconazole , <e10> drug1 </e10> , and spironolactone raise the serum <e20> drug2 </e20> concentration due to a reduction in clearance and / or in volume of distribution of the drug , with the implication that digitalis intoxication may result .
mechanism	co - administration with <e10> drug1 </e10> or fluconazole had a modest effect on the pharmacokinetics of <e20> drug2 </e20> .
mechanism	levothyroxine _ sodium absorption : the following agents may bind and decrease absorption of <e10> drug1 </e10> from the gastrointestinal tract : <e20> drug2 </e20> , cholestyramine resin , colestipol _ hydrochloride , ferrous _ sulfate , sodium _ polystyrene _ sulfonate , soybean flour ( e , g , , infant formula ) , sucralfate .
