mechanism	Concurrent administration of <e10> cimetidine </e10> (an indinavir_antibiotic ) with <e20> valdecoxib </e20> at an initial dose of # mg, # mg, or # mg did not alter valdecoxib exposure in # or # healthy volunteers, respectively.
mechanism	However, <e10> halothane </e10> increased the mean plasma concentration of <e20> ethinyl_estradiol </e20> and, to a lesser extent, that of the 4-hydroxy-2-methylphenol metabolite.
mechanism	The half-life of <e11> LEVSIN </e11> was prolonged when coadministered with <e20> atorvastatin </e20>, cimetidine, or anastrozole.
mechanism	<e10> Rifampin </e10>, ethionamide and triazolam significantly increased the <e20> propafenone </e20> half-life by 33% to 36%.
mechanism	The concomitant administration of <e10> erythromycin </e10> (500 mg) with <e20> phenytoin </e20> (200 mg) tablets has been reported to result in an increase in the rate of increase of phenytoin levels in patients receiving phenytoin.
mechanism	Withdrawal of <e10> warfarin </e10> (100 mg) increased <e20> ketoconazole </e20> s half-life by approximately 50% (from 4 to 6 hours), and the half-life of cisapride was increased by approximately 25%.
mechanism	<e10> Amprenavir </e10> and <e20> ritonavir </e20> coadministration increased the AUC of ritonavir by approximately 15%.
mechanism	<e10> Amprenavir </e10> decreased the plasma levels of <e20> ketoconazole </e20> by 47%.
mechanism	<e10> Rifampin </e10>-Isoniazid-and <e20> atorvastatin </e20> have been shown to reduce the metabolism of atorvastatin.
mechanism	<e10> Rifampin </e10> and <e20> cimetidine </e20> increased the plasma levels of cimetidine by 33% and 46%, respectively.
mechanism	<e10> Amprenavir </e10> and <e20> nelfinavir </e20> slow the rate of in vitro synthesis of the HIV protease inhibitor, nevirapine.
mechanism	<e10> Amprenavir </e10>, valproic_acid, phenobarbital, and carbamazepine may decrease <e20> nevirapine </e20> levels.
mechanism	Pharmacokinetic interaction between <e10> lopinavir </e10> and <e20> ritonavir </e20> in HIV-infected patients.
mechanism	RESULTS: The geometric mean oral clearance (CL/F) of <e10> clindamycin </e10> was lower than that of other oral <e22> antacids </e22>.
mechanism	Apparent oral clearance was decreased by <e10> indomethacin </e10> but increased by <e20> phenytoin </e20>.
mechanism	CONCLUSIONS: Single-dose <e10> digoxin </e10> administered at recommended doses of # mg every # hours to healthy volunteers with elevated serum digoxin concentrations, <e20> phenytoin </e20>, or patients with congestive heart failure, may not produce a satisfactory serum digoxin concentration.
mechanism	<e10> Fluvoxamine </e10> and <e20> levodopa </e20> cause a decreased plasma concentration of fluvoxamine.
mechanism	RESULTS: During treatment with <e10> gentamicin </e10> for # weeks, the plasma concentrations of <e20> cisapride </e20> increased from # to # and the clearance rate of cisapride decreased from # to #%/day.
mechanism	DISCUSSION: <e10> Clarithromycin </e10> may have the potential to interfere with the metabolism of <e20> ketoconazole </e20>.
mechanism	This study demonstrated that the <e10> clofibrate </e10> effect was also increased when oral <e20> cetirizine </e20> was co-administered with low-dose cetirizine and low-dose bromocriptine.
mechanism	<e10> Acetaminophen </e10> and other nonsteroidal_anti-inflammatory_drugs ( <e20> indomethacin </e20>, etc,) interact with the metabolism of ethinyl_estradiol ( # mg daily), resulting in decreased plasma levels of ethinyl_estradiol.
mechanism	<e10> Theophylline </e10> is a potent inhibitor of <e20> acetaminophen </e20> -induced oxidative stress and has the potential to reduce gastrointestinal toxicity associated with concomitant use of these two medications.
mechanism	Previous studies have shown that <e10> propafenone </e10> is approximately 15-fold less potent than carbamazepine and 20-fold less potent than <e20> phenytoin </e20>.
mechanism	Previous studies have shown that <e10> ketoconazole </e10> can reduce the plasma levels of <e20> cisapride </e20>.
