advise	<e12> Barbiturates </e12> should not be given with <e20> beta-blockers </e20> because the hypotensive effect may be potentiated.
advise	<e10> Sildenafil </e10> should not be used concomitantly with <e22> methotrexate </e22> because the effects of methotrexate on sildenafil pharmacokinetics may be additive.
advise	<e10> Sildenafil </e10> should not be used with <e20> tadalafil </e20> or any other strong CYP3A4 inhibitors.
advise	Concurrent therapy with <e11> TARCEVA </e11> and <e22> amphotericin </e22> is not recommended.
advise	There is insufficient evidence to guide the use of <e10> ciprofloxacin </e10> in patients receiving <e20> itraconazole </e20>.
advise	Caution is advised when administering or taking <e10> isocarboxazid </e10> with phenytoin and <e20> phenobarbital </e20>.
advise	Consequently, the combination of <e10> warfarin </e10> with <e20> fentanyl </e20> is not recommended.
advise	In the presence of ketoconazole, if <e10> ketoconazole </e10> is administered concurrently with <e21> cisapride </e21>, the effects of the latter should be carefully monitored.
advise	<e10> Nafazodone </e10> should be used cautiously with CYP3A4 substrates and agents that are potent inhibitors of the P450 isoenzymes, including <e22> itraconazole </e22>, clarithromycin, ritonavir, nefazodone, and voriconazole.
advise	Nafazodone, fluvoxamine, escitalopram, and <e11> SUBOXONE </e11> should be coadministered with <e20> amantadine </e20> to avoid serious or unpredictable effects.
advise	Patients who are receiving <e10> triazolam </e10> in combination with <e21> quinidine </e21> should be observed closely when the drugs are withdrawn.
advise	Patients who are receiving <e10> rifampin </e10> or <e20> itraconazole </e20> concurrently should be observed for signs or symptoms of drug interaction.
advise	In patients receiving <e11> VIRACEPT </e11> with CYP3A4 substrates, the concomitant use of <e20> bupropion </e20> with VIRACEPT is not recommended.
advise	Because there is a theoretical basis that these effects may be additive, use of <e10> flurbiprofen </e10> with <e20> ketoconazole </e20> is not recommended.
advise	Because there is a theoretical basis that the anticoagulant effects of <e10> furosemide </e10> may be additive with those of <e20> warfarin </e20>, the individual effects of furosemide and warfarin should be carefully considered when administering these drugs.
advise	Other 5-HT1B/1D_Agonists Concomitant Administration of <e11> TRISENOX </e11> With <e22> MAOIs </e22> Is Not Recommended
advise	If concomitant treatment with <e10> flurbiprofen </e10> and <e20> diflunisal </e20> is clinically warranted, an adjustment in dosage is advised.
advise	Although the interaction of cimetidine and <e10> rifampin </e10> has not been studied, the possibility that rifampin may interfere with the effects of <e20> cimetidine </e20> is of great importance.
advise	Concomitant administration of <e10> gabapentin </e10> and <e20> ergotamine_amine_hydrochloride </e20> is contraindicated.
advise	Concomitant administration of <e10> ketoconazole </e10> and <e20> itraconazole </e20> is not recommended because the combination may result in decreased serum levels of ketoconazole.
advise	Coadministration of <e10> terfenadine </e10> with <e20> fluvoxamine </e20> should be approached with caution.
